id;question_id;question;a;b;c;d;correct;image;image_fallback;category_name
;311;311. Czym jest walidacja kodu programu?;Procesem tworzenia dokumentacji kodu;Procesem publikowania aplikacji w sklepie;Procesem kompilowania kodu;Procesem sprawdzania poprawności i zgodności kodu z założeniami;D;;;inf_04
;312;312. Który z poniższych mechanizmów pozwala na ograniczenie dostępu do niektórych części aplikacji webowej?;Dynamiczne formularze;System logowania i kontroli dostępu;Statyczne pliki CSS;Mechanizm renderowania treści;B;;;inf_04
;313;313. Jakie dane mogą być przechowywane w ciasteczkach przeglądarki?;Wrażliwe dane użytkownika, takie jak hasła;Preferencje użytkownika, takie jak język lub motyw witryny;Dane przechowywane w bazie danych;Kod źródłowy aplikacji webowej;B;;;inf_04
;314;314. Który z poniższych elementów najlepiej opisuje funkcjonalność e-sklepu?;System zarządzania koszykiem i realizacją zamówień;Dostęp do bazy danych użytkownika;Obsługa serwera e-mail;Mechanizm renderowania grafiki 3D;A;;;inf_04
;315;315. Która technologia jest używana do integracji aplikacji webowej z bazą danych?;HTTP;SQL;CSS;JavaScript;B;;;inf_04
;316;316. Który element jest niezbędny w dynamicznym formularzu logowania?;Plik graficzny;Nagłówek HTTP;Tabela w bazie danych;Pola tekstowe do wprowadzania danych użytkownika;D;;;inf_04
;317;317. Który framework wspiera tworzenie dynamicznych interfejsów użytkownika przy użyciu TypeScript?;Angular;ASP.NET Core;jQuery;Django;A;;;inf_04
;318;318. Co jest głównym celem stosowania frameworka Node.js w aplikacjach webowych?;Tworzenie aplikacji mobilnych;Testowanie API;Obsługa aplikacji serwerowych i przetwarzanie asynchroniczne;Projektowanie graficznego interfejsu użytkownika;C;;;inf_04
;319;319. Który framework opiera się na tworzeniu komponentów w języku JavaScript?;Node.js;React.js;Django;ASP.NET Core;B;;;inf_04
;320;320. Który element środowiska IDE jest kluczowy dla pracy nad aplikacjami webowymi?;Narzędzie do projektowania grafiki;Emulator urządzeń mobilnych;Debugger, edytor kodu, integracja z systemem kontroli wersji;Zarządzanie bazami danych;C;;;inf_04
;321;321. Które z poniższych narzędzi jest powszechnie używane do debugowania aplikacji webowych?;Git;Blender;Postman;DevTools;D;;;inf_04
;322;322. Czym różni się środowisko RAD od tradycyjnego IDE w kontekście aplikacji webowych?;RAD skupia się wyłącznie na tworzeniu frontendu aplikacji;RAD pozwala na szybsze prototypowanie i rozwój aplikacji dzięki narzędziom wizualnym;RAD działa tylko w systemach Windows;RAD nie obsługuje żadnych języków backendowych;B;;;inf_04
;323;323. Które z poniższych jest przykładem aplikacji mobilnej korzystającej z bazy danych?;Aplikacja przechowująca listę kontaktów użytkownika;Aplikacja pokazująca godzinę lokalną;Aplikacja do robienia zdjęć;Aplikacja kalkulator;A;;;inf_04
;324;324. Co jest głównym celem przygotowania aplikacji do publikacji w sklepie mobilnym?;Optymalizacja kodu aplikacji pod kątem szybkości działania;Zmniejszenie rozmiaru aplikacji poniżej 20 MB;Dostosowanie aplikacji do wymagań platformy i przepisów sklepu;Umożliwienie korzystania z aplikacji tylko w trybie offline;C;;;inf_04
;325;325. Który język programowania jest powszechnie używany do programowania interfejsów użytkownika za pomocą XAML?;C++;Java;C#;Python;C;;;inf_04
;326;326. W jaki sposób można przechowywać dane użytkownika w aplikacji mobilnej na system Android?;Za pomocą plików SharedPreferences;W rejestrze systemu;Wyłącznie w zewnętrznych bazach danych;Tylko w pamięci RAM;A;;;inf_04
;327;327. Który z poniższych komponentów UI aplikacji mobilnych odpowiada za nawigację między ekranami?;Przycisk;ListView;Navigation Drawer;Pasek narzędziowy;C;;;inf_04
;328;328. Co należy zrobić, aby obsłużyć zdarzenie kliknięcia przycisku w aplikacji desktopowej?;Zdefiniować metodę w systemie menu;Podłączyć zdarzenie kliknięcia do odpowiedniej metody w kodzie;Stworzyć nowy dialog modalny;Zmodyfikować plik XAML;B;;;inf_04
;329;329. Który z poniższych komponentów może być częścią systemu menu aplikacji desktopowej?;CheckBox;MenuItem;Canvas;ScrollBar;B;;;inf_04
;330;330. Do czego służy język XAML w programowaniu aplikacji desktopowych?;Do zarządzania bazami danych;Do obsługi zdarzeń klawiatury;Do optymalizacji działania aplikacji;Do projektowania graficznego interfejsu użytkownika;D;;;inf_04
;331;331. Czym różni się dialog modalny od niemodalnego?;Dialog modalny wymaga zamknięcia, aby wrócić do głównego okna aplikacji, dialog niemodalny tego nie wymaga;Dialog modalny działa w tle, a dialog niemodalny jest zawsze na pierwszym planie;Dialog modalny pozwala na interakcję z innymi oknami aplikacji, dialog niemodalny nie;Dialog modalny jest ograniczony tylko do aplikacji konsolowych;A;;;inf_04
;332;332. Który z poniższych elementów interfejsu użytkownika jest typowy dla aplikacji desktopowej?;Przycisk;Strona HTML;REST API;Routing;A;;;inf_04
;333;333. Które z poniższych stwierdzeń najlepiej opisuje WPF?;Framework służący do tworzenia aplikacji webowych;Framework służący do tworzenia aplikacji desktopowych w środowisku Windows;Biblioteka do przetwarzania danych w Pythonie;Framework umożliwiający obsługę urządzeń IoT;B;;;inf_04
;334;334. Czym jest framework w programowaniu?;System operacyjny służący do uruchamiania aplikacji;Moduł do zarządzania bazami danych;Zbiór gotowych bibliotek, narzędzi i reguł wspierających tworzenie aplikacji;Edytor graficzny do projektowania interfejsów użytkownika;C;;;inf_04
;335;335. Która z poniższych kart graficznych zapewnia większą wydajność w grach komputerowych?;Intel UHD Graphics 630 – zintegrowana;AMD Radeon R7 240 – 2GB GDDR5, 64-bit;AMD Radeon RX 580 – 8GB GDDR5, 256-bit;NVIDIA GeForce GTX 1050 Ti – 4GB GDDR5, 128-bit;C;;;inf_04
;336;336. Który z poniższych parametrów opisuje szybkość procesora?;Pojemność pamięci podręcznej;Typ złącza;Częstotliwość taktowania;Ilość rdzeni;C;;;inf_04
;337;337. Który z poniższych dysków zapewnia najszybszy odczyt danych?;SSD SATA III, prędkość odczytu do 550 MB/s;HDD 5400 RPM, SATA II, 32 MB Cache;HDD 7200 RPM, SATA III, 64 MB Cache;SSD NVMe PCIe 3.0, prędkość odczytu do 3500 MB/s;D;;;inf_04
;338;338. Który z poniższych parametrów dysku twardego ma największy wpływ na jego szybkość?;Prędkość obrotowa talerzy (RPM);Pojemność dysku;Rodzaj złącza (SATA/PCIe);Ilość pamięci podręcznej (Cache);A;;;inf_04
;339;339. Ile kilobajtów (KB) mieści się w 1 megabajcie (MB)?;10;100;1000;1024;D;;;inf_04
;340;340. 1 terabajt (TB) to ile gigabajtów (GB)?;1000;1024;2048;512;B;;;inf_04
;341;341. Jakie urządzenie techniki komputerowej najlepiej nadaje się do projektowania graficznego w programach typu CAD?;Serwer z dużą ilością pamięci RAM;Laptop z zintegrowaną kartą graficzną;Komputer stacjonarny z kartą graficzną NVIDIA Quadro;Laptop z ekranem dotykowym;C;;;inf_04
;342;342. Który rodzaj pamięci RAM należy wybrać do wydajnego komputera gamingowego?;DDR4;DDR5;DDR3;LPDDR4;B;;;inf_04
;343;343. Który z poniższych etapów przetwarzania rozkazów przez procesor następuje jako pierwszy?;Pobranie rozkazu z pamięci (Fetch);Zapis wyników do pamięci (Write Back);Wykonanie instrukcji (Execution);Dekodowanie rozkazu (Decode);A;;;inf_04
;344;344. Co określa zestaw instrukcji (ISA) procesora?;Instrukcje, które procesor jest w stanie wykonać;Sposób zarządzania pamięcią podręczną;Schemat połączeń między procesorem, a innymi komponentami;Rodzaje danych przechowywanych w pamięci;A;;;inf_04
;345;345. Jakie zadanie pełni pamięć operacyjna (RAM) w systemie komputerowym?;Stałe przechowywanie systemu operacyjnego;Zapewnienie kopii zapasowej danych użytkownika;Tymczasowe przechowywanie danych i instrukcji dla procesora;Zarządzanie przepływem danych między urządzeniami wejścia/wyjścia;C;;;inf_04
;346;346. Który element systemu komputerowego odpowiada za przesyłanie danych między procesorem a pamięcią RAM?;Karta graficzna;Kontroler DMA;Zasilacz;Mostek północny (Northbridge);D;;;inf_04
;347;347. Jak procesor komunikuje się z pamięcią podręczną (cache)?;Wykorzystując jedynie pamięć RAM;Poprzez system przerwań;Bezpośrednio, z pominięciem mostków systemowych;Za pomocą linii danych w magistrali systemowej;D;;;inf_04
;348;348. Który z poniższych opisów najlepiej definiuje system informatyczny?;Oprogramowanie wspierające wyłącznie zarządzanie danymi osobowymi;Zespół urządzeń technicznych wykorzystywanych do pracy biurowej;Zespół ludzi, procedur, oprogramowania i sprzętu służący do przetwarzania danych;Sieć komputerowa umożliwiająca komunikację między użytkownikami;C;;;inf_04
;349;349. Który z poniższych przykładów jest systemem informacji przetwarzanym przez system informatyczny?;System PESEL;System monitorowania temperatury serwerów;System sterowania światłami drogowymi;System wentylacji w biurowcach;A;;;inf_04
;350;350. Gdzie są przechowywane dane w przypadku korzystania z chmury obliczeniowej?;Na dyskach optycznych użytkownika;Na dyskach optycznych użytkownika;Na serwerze lokalnym użytkownika;Na zdalnych serwerach dostawcy usług;D;;;inf_04
;351;351. Jaki system informatyczny powinien zostać wykorzystany do obsługi sprzedaży w sklepie internetowym?;System ERP;System CMS;System CRM;System e-commerce;D;;;inf_04
;352;352. Co jest główną funkcją portali społecznościowych?;Tworzenie kopii zapasowych danych;Udostępnianie treści i komunikacja między użytkownikami;Zarządzanie sprzedażą produktów i usług;Analiza wyników biznesowych;B;;;inf_04
;353;353. Która z poniższych zasad jest kluczowa dla bezpiecznego korzystania z portali społecznościowych?;Udostępnianie jak największej ilości danych osobowych;Unikanie ustawiania silnych haseł do konta;Zgłaszanie postów, które nie są zgodne z regulaminem;Regularne sprawdzanie ustawień prywatności;D;;;inf_04
;354;354. Który z poniższych przykładów jest zastosowaniem systemu informatycznego w działalności biznesowej?;System nawigacji GPS;System sterowania ruchem miejskim;E-sklep;System wentylacji;C;;;inf_04
;355;355. Które z poniższych rozwiązań ułatwia korzystanie z serwisów internetowych osobom niewidomym?;Dodanie czytnika ekranu (screen reader);Dostosowanie rozdzielczości ekranu;Zmniejszenie liczby grafik na stronie;Zapewnienie możliwości zmiany czcionki;A;;;inf_04
;356;356. Co oznacza poziom dostępności AAA w WCAG 2.0?;Dostosowanie wyłącznie do użytkowników mobilnych;Najwyższy poziom dostępności;Średni poziom dostępności;Minimalny poziom dostępności;B;;;inf_04
;357;357. Która z poniższych topologii sieci charakteryzuje się połączeniem wszystkich urządzeń jednym kablem?;Topologia siatki;Topologia magistrali;Topologia pierścienia;Topologia gwiazdy;B;;;inf_04
;358;358. Który protokół modelu TCP/IP jest odpowiedzialny za niezawodne przesyłanie danych?;TCP;UDP;HTTP;IP;A;;;inf_04
;359;359. Ile warstw ma model TCP/IP?;4;7;2;5;A;;;inf_04
;360;360. Która z poniższych cech dotyczy sieci bezprzewodowej?;Wymaga użycia kabli do połączenia urządzeń;Jest bardziej podatna na zakłócenia w transmisji danych;Nie działa w miejscach z dużą liczbą urządzeń;Nie wymaga zabezpieczeń, ponieważ jest automatycznie chroniona;B;;;inf_04
;361;361. Jaką przepustowość ma sieć przesyłająca 500 MB danych w 10 sekund?;40 Mbps;500 Mbps;50 Mbps;400 Mbps;D;;;inf_04
;362;362. Jak nazywa się proces przesyłania danych z komputera lokalnego na serwer?;Wysyłanie danych;Przesyłanie danych;Streaming;Pobieranie danych;A;;;inf_04
;363;363. Które z poniższych określeń najlepiej opisuje oprogramowanie typu ransomware?;Oprogramowanie używane do przeprowadzania ataków DDoS;Złośliwe aplikacje wyświetlające reklamy;Programy zbierające dane osobowe bez zgody użytkownika;Oprogramowanie blokujące dostęp do danych w celu wymuszenia okupu;D;;;inf_04
;364;364. Co to jest własność intelektualna?;Lista plików przechowywanych w chmurze;Zestaw ustaw o ochronie prywatności;Koncepcja praw chroniących twórczość i wynalazki;Zbiór danych osobowych;C;;;inf_04
;365;365. Która z poniższych sytuacji narusza prawa autorskie?;Korzystanie z programu typu open-source zgodnie z licencją;Publikowanie filmu chronionego prawami autorskimi bez zgody właściciela;Zakup licencji na oprogramowanie;Tworzenie kopii zapasowej posiadanego legalnie programu;B;;;inf_04
;366;366. Jakie są podstawowe etapy tworzenia aplikacji?;Analiza wymagań, projektowanie, implementacja, testowanie, wdrożenie;Projektowanie, wdrożenie, utrzymanie, dokumentacja;Implementacja, testowanie, wdrożenie, analiza potrzeb;Analiza wymagań, testowanie, projektowanie, wdrożenie;A;;;inf_04
;367;367. Jakie jest główne zadanie serwera aplikacyjnego?;Przechowywanie danych;Hostowanie stron HTML;Obsługa logiki aplikacji;Renderowanie grafiki;C;;;inf_04
;368;368. Wzorzec MVC dzieli aplikację na:;Moduł, widok, kontroler;Model, widok, kontroler;Model, wersję, konfigurację;Moduł, wersję, komponent;B;;;inf_04
;369;369. Który algorytm służy do wyszukiwania najkrótszej drogi w grafie?;Algorytm Dijkstry;Algorytm Kruskala;Algorytm Floyda-Warshalla;Algorytm Prim;A;;;inf_04
;370;370. Jakiego typu dane przechowuje baza danych NoSQL?;Relacyjne dane tabelaryczne;Dane hierarchiczne i nienormalizowane;Wyłącznie dane tekstowe;Dane tylko w formacie JSON;B;;;inf_04
;371;371. W programowaniu obiektowym, co to jest enkapsulacja?;Dzielenie aplikacji na moduły;Ukrywanie szczegółów implementacji;Dziedziczenie cech między klasami;Definiowanie interfejsów;B;;;inf_04
;372;372. Jakie są główne zasady WCAG 2.0?;Elastyczna, prosta, przejrzysta, trwała;Postępowa, responsywna, efektywna;Percepcyjna, operacyjna, zrozumiała, solidna;Dostosowana, szybka, mobilna, dostępna;C;;;inf_04
;373;373. Która cecha wyróżnia sieć synchroniczną?;Nie wymaga synchronizacji zegarów;Transmisja danych odbywa się w ustalonych odstępach czasu;Przesyłanie danych odbywa się w sposób nieciągły;Zapewnia większą elastyczność w przesyłaniu danych;B;;;inf_04
;374;374. Która zasada poprawia bezpieczeństwo korzystania z sieci?;Unikanie aktualizacji systemu operacyjnego;Pobieranie plików z niezaufanych źródeł;Używanie silnych, unikalnych haseł;Udostępnianie haseł wśród znajomych;C;;;inf_04
;375;375. Która cecha wyróżnia sieć asynchroniczną?;Dane są przesyłane w sposób nieciągły, bez synchronizacji zegarów;Wymaga synchronizacji zegarów;Jest bardziej niezawodna niż sieć synchroniczna;Dane są przesyłane tylko w ustalonych ramach czasowych;A;;;inf_04
;376;376. Które narzędzie jest przykładem komunikatora audio-video?;Notion;Slack;Google Drive;Microsoft Teams;D;;;inf_04
;377;377. Która z poniższych zasad jest częścią netykiety?;Używanie nieformalnego języka w każdej rozmowie;Publikowanie treści bez zgody autorów;Unikanie pisania wielkimi literami w wiadomościach;Ignorowanie wiadomości od innych użytkowników;C;;;inf_04
;378;378. Jaka jest dziesiętna wartość liczby binarnej 1010?;12;14;8;10;D;;;inf_04
;379;379. Jaki jest zapis liczby dziesiętnej 255 w systemie szesnastkowym?;EF;100;FE;FF;D;;;inf_04
;380;380. Jaki jest kod uzupełnieniowy do dwóch dla liczby -5 w zapisie binarnym na 8 bitach?;11111101;11111011;10000101;00000101;B;;;inf_04
;381;381. Co charakteryzuje kod uzupełnieniowy do dwóch?;Umożliwia reprezentację liczb ujemnych w systemie binarnym;Przedstawia liczbę w postaci odwrotnej binarnej;Służy do konwersji liczb binarnych na liczby dziesiętne;Umożliwia zamianę systemu binarnego na szesnastkowy;A;;;inf_04
;382;382. Jaki jest wynik dodawania binarnego liczb 1011 + 110?;11001;10101;11101;10001;D;;;inf_04
;383;383. Jaki będzie wynik logicznej operacji AND dla liczb binarnych 1010 i 1100?;1110;1000;1100;1010;B;;;inf_04
;384;384. Które narzędzie najlepiej nadaje się do konwersji liczby szesnastkowej na binarną?;Kalkulator programisty;Arkusz kalkulacyjny;Przeglądarka internetowa;Edytor tekstowy;A;;;inf_04
;385;385. Które z poniższych narzędzi umożliwia jednoczesną pracę z systemami BIN, DEC i HEX?;Przeglądarka grafów;Kalkulator systemowy;GIMP;MS Word;B;;;inf_04
;386;386. Jaki rodzaj złośliwego oprogramowania działa w tle, przechwytując informacje o wpisywanych hasłach?;Keylogger;Adware;Trojan;Spyware;A;;;inf_04
;387;387. Co jest głównym celem ataku phishingowego?;Wykradanie haseł z pamięci operacyjnej urządzenia;Przejęcie danych osobowych poprzez fałszywe strony lub wiadomości;Zakłócenie działania sieci poprzez nadmiar zapytań;Blokowanie dostępu do usług online;B;;;inf_04
;388;388. Który atak hakerski polega na zasypywaniu serwera dużą liczbą zapytań, co powoduje jego przeciążenie?;Phishing;SQL Injection;Man-in-the-Middle;DDoS;D;;;inf_04
;389;389. Który z poniższych środków najlepiej zabezpiecza komputer przed wirusami?;Regularne tworzenie kopii zapasowych;Aktualny program antywirusowy;Unikanie korzystania z publicznych sieci Wi-Fi;Używanie silnych haseł;B;;;inf_04
;390;390. Co jest głównym celem firewalla w systemie komputerowym?;Ochrona danych na poziomie aplikacji internetowych;Szyfrowanie przesyłanych danych;Zapobieganie wyciekom danych na skutek błędów systemowych;Zarządzanie ruchem sieciowym i blokowanie nieautoryzowanego dostępu;D;;;inf_04
;391;391. Które z poniższych zachowań jest zagrożeniem dla sfery emocjonalnej człowieka w cyberprzestrzeni?;Przesyłanie niezaszyfrowanych plików;Cyberstalking;Nadmierne korzystanie z mediów społecznościowych;Zła postawa podczas pracy przy komputerze;B;;;inf_04
;392;392. Które zagrożenie związane z korzystaniem z cyberprzestrzeni dotyczy zdrowia fizycznego?;Depresja związana z cyberprzemocą;Uzależnienie od gier komputerowych;Rozprzestrzenianie fałszywych informacji;Problemy z kręgosłupem spowodowane długim siedzeniem;D;;;inf_04
;393;393. Który z poniższych sposobów pomaga przeciwdziałać uzależnieniu od Internetu?;Zwiększenie liczby godzin spędzanych w mediach społecznościowych;Wprowadzenie regularnych przerw od korzystania z urządzeń cyfrowych;Korzystanie z komputera tylko w nocy;Zainstalowanie większej liczby aplikacji rozrywkowych;B;;;inf_04
;394;394. Jak można zapobiec problemom społecznym wynikającym z nadmiernego korzystania z Internetu?;Zwiększać ilość czasu spędzanego przed ekranem;Utrzymywać równowagę między relacjami online i offline;Unikać kontaktu z ludźmi w rzeczywistości;Wycofać się całkowicie z życia wirtualnego;B;;;inf_04
;395;395. Co należy zrobić, aby bezpiecznie przechowywać dane na komputerze?;Udostępniać hasła do plików współpracownikom;Nie korzystać z kopii zapasowych;Przechowywać dane na niezaszyfrowanych urządzeniach przenośnych;Regularnie aktualizować oprogramowanie i tworzyć kopie zapasowe;D;;;inf_04
;396;396. Które z poniższych narzędzi najlepiej zabezpiecza dane na urządzeniu przenośnym?;Hasło ustawione na urządzeniu;Zainstalowanie aplikacji rozrywkowych;Szyfrowanie danych na urządzeniu;Nieaktualne oprogramowanie;C;;;inf_04
;397;397. Jakie działanie sprzyja ochronie cyfrowego wizerunku w Internecie?;Sprawdzanie ustawień prywatności na portalach społecznościowych;Udostępnianie swoich danych logowania znajomym;Publikowanie wszystkich informacji o swoim życiu prywatnym;Niezweryfikowanie źródeł publikowanych treści;A;;;inf_04
;398;398. Które z poniższych działań może narazić cyfrową tożsamość na niebezpieczeństwo?;Włączanie uwierzytelniania dwuskładnikowego;Ustawianie unikalnych i silnych haseł;Klikanie w podejrzane linki w wiadomościach e-mail;Regularne zmienianie haseł do kont;C;;;inf_04
;399;399. Jak można ograniczyć ilość danych zbieranych przez aplikacje mobilne?;Sprawdzać i dostosowywać uprawnienia aplikacji w ustawieniach;Udostępniać aplikacjom wszystkie wymagane dane;Nie wyłączać dostępu aplikacji do lokalizacji i kontaktów;Korzystać z aplikacji bez weryfikowania ich pochodzenia;A;;;inf_04
;400;400. Co jest podstawowym celem ochrony danych osobowych?;Zapewnienie anonimowości użytkownikom Internetu;Publikowanie danych osobowych w celach marketingowych;Ochrona danych osobowych przed nieuprawnionym dostępem i wykorzystaniem;Utrudnienie pracy organom ścigania;C;;;inf_04
;401;401. Który z poniższych aktów prawnych dotyczy ochrony danych osobowych w Unii Europejskiej?;GDPR (RODO);Open Source Initiative;DMCA;Creative Commons;A;;;inf_04
;402;402. Co to jest własność intelektualna?;Zestaw ustaw o ochronie prywatności;Lista plików przechowywanych w chmurze;Koncepcja praw chroniących twórczość i wynalazki;Zbiór danych osobowych;C;;;inf_04
;403;403. Który z poniższych typów danych jest przykładem typu stałoprzecinkowego?;decimal;int;double;float;B;;;inf_04
;404;404. Jaka jest główna różnica między typami stałoprzecinkowymi a zmiennoprzecinkowymi?;Stałoprzecinkowe obsługują liczby ujemne, a zmiennoprzecinkowe tylko dodatnie;Stałoprzecinkowe wymagają więcej pamięci niż zmiennoprzecinkowe;Stałoprzecinkowe przechowują liczby całkowite, zmiennoprzecinkowe przechowują liczby z częściami dziesiętnymi;Zmiennoprzecinkowe przechowują tylko liczby ujemne;C;;;inf_04
;405;405. Czym różni się typ łańcuchowy od znakowego?;Typ znakowy przechowuje pojedyncze znaki, a łańcuchowy ciągi znaków;Typ łańcuchowy przechowuje pojedyncze znaki, a znakowy długie ciągi znaków;Typ łańcuchowy obsługuje liczby całkowite, a znakowy liczby zmiennoprzecinkowe;Typ znakowy przechowuje dane logiczne, a łańcuchowy tekst;A;;;inf_04
;406;406. Która instrukcja poprawnie deklaruje zmienną typu łańcuchowego w języku C++?;"float name = ""Jan""";"string name = ""Jan""";"int name = ""Jan""";"bool name = ""Jan""";B;;;inf_04
;407;407. Jaką wartość przechowuje tablica jednowymiarowa?;Wartość logiczną true lub false;Wiele wartości pod różnymi indeksami;Wiele wartości pod jednym indeksem;Tylko jedną wartość;B;;;inf_04
;408;408. Które stwierdzenie najlepiej opisuje tablicę asocjacyjną?;Tablica, która zmienia rozmiar w czasie wykonania programu;Tablica, która przechowuje tylko dane tekstowe;Tablica przechowująca wartości dostępne tylko za pomocą indeksów numerycznych;Tablica przechowująca dane w postaci par klucz-wartość;D;;;inf_04
;409;409. Jakiej funkcji w C++ można użyć do dynamicznego alokowania pamięci dla tablicy?;delete[];free();malloc();sizeof();C;;;inf_04
;410;410. Które operacje na plikach są podstawowe?;Otwieranie, zapisywanie, odczytywanie, zamykanie;Zmiana rozszerzenia plików w trakcie działania programu;Tylko otwieranie i zamykanie plików;Usuwanie i tworzenie nowych plików;A;;;inf_04
;411;411. Do czego służy iterator w kolekcjach?;Do usuwania elementów z kolekcji;Do zmiany typu kolekcji w trakcie działania programu;Do przechodzenia przez elementy kolekcji;Do tworzenia kopii kolekcji;C;;;inf_04
;412;412. W którym przypadku kolekcja typu lista będzie bardziej efektywna niż tablica?;Kiedy chcemy uzyskać dostęp do elementów za pomocą indeksu;Kiedy liczba elementów w kolekcji jest stała;Kiedy liczba elementów w kolekcji dynamicznie się zmienia;Kiedy znamy dokładny rozmiar kolekcji przed kompilacją;C;;;inf_04
;413;413. Dlaczego warto używać kolekcji typu mapa (np. HashMap w Javie) przy projektowaniu zestawów danych?;Bo umożliwiają sortowanie danych bez dodatkowych operacji;Ze względu na szybki dostęp do elementów za pomocą klucza;Bo kolekcje typu mapa zajmują mniej pamięci niż tablice;Bo nie wymagają znajomości rozmiaru danych przed kompilacją;B;;;inf_04
;414;414. Co jest zaletą wykorzystania pseudokodu podczas projektowania algorytmu?;Zrozumiałość dla osób niezaznajomionych z programowaniem;Łatwość w modyfikacji kodu maszynowego;Tworzenie dynamicznych struktur danych;Możliwość szybkiego wykonania algorytmu w dowolnym języku;A;;;inf_04
;415;415. Jakie podejście najlepiej zastosować podczas projektowania aplikacji, która ma działać na różnych platformach?;Skupienie się wyłącznie na wyglądzie aplikacji;Wyłącznie dostosowanie aplikacji do systemu Windows;Zastosowanie technik responsywnego projektowania interfejsu;Tworzenie dedykowanego kody dla każdej platformy;C;;;inf_04
;416;416. Co należy wziąć pod uwagę przy projektowaniu struktury danych dla aplikacji?;Wyłącznie wymagania sprzętowe;Brak związku między strukturą danych a wydajnością aplikacji;Wyłącznie typ języka programowania;Złożoność przetwarzania danych i ich optymalną organizację;D;;;inf_04
;417;417. Czym charakteryzuje się biblioteka statyczna w porównaniu do dynamicznej?;Może być modyfikowana w trakcie działania programu;Jest ładowana do pamięci podczas działania programu;Jest dołączana do pliku wykonywalnego podczas kompilacji;Nie wymaga obecności pliku wykonywalnego;C;;;inf_04
